124,0,1,24,31,34,46,,1,2018-11-20T00:37:54.000Z
125,17,29,47,,,,,0,2018-11-20T00:44:50.000Z
126,23,46,49,,,,,1,2018-07-18T00:15:33.000Z
127,7,15,49,,,,,0,2018-07-18T23:01:21.000Z
128,7,15,49,,,,,1,2018-10-03T16:25:56.000Z
129,38,,,,,,,0,2018-10-24T00:13:35.000Z
130,4,9,43,,,,,1,2018-10-24T00:25:44.000Z
131,17,29,47,,,,,0,2018-09-05T22:32:13.000Z
132,12,31,36,48,,,,1,2018-09-05T23:59:11.000Z
133,27,34,46,,,,,0,2018-12-22T02:09:52.000Z
134,33,42,,,,,,1,2018-11-25T04:24:20.000Z
135,33,42,45,,,,,0,2018-02-14T04:11:51.000Z
136,7,11,37,45,,,,1,2018-11-27T01:08:35.000Z
137,16,32,,,,,,0,2018-12-19T02:34:16.000Z
138,7,11,37,45,,,,1,2018-02-01T17:46:54.000Z
139,5,22,37,47,,,,0,2018-07-20T13:35:58.000Z
140,16,32,41,48,,,,1,2018-05-04T21:22:29.000Z
141,23,24,40,41,43,,,0,2018-05-25T23:15:29.000Z
142,6,22,,,,,,1,2018-04-09T18:57:29.000Z
143,6,16,28,32,,,,0,2018-04-09T22:29:54.000Z
144,36,42,48,49,,,,1,2018-02-11T22:01:50.000Z
145,2,25,39,,,,,0,2018-05-07T12:27:14.000Z
146,35,39,43,46,,,,1,2018-05-07T13:12:24.000Z
147,23,24,40,41,43,,,0,2018-11-26T16:09:16.000Z
148,14,,,,,,,1,2018-04-07T18:51:08.000Z
149,1,4,9,15,20,,,0,2018-04-14T14:09:51.000Z
150,0,2,46,,,,,1,2018-04-28T14:18:41.000Z
151,12,21,25,26,,,,0,2018-07-07T13:19:11.000Z
152,29,,,,,,,1,2018-07-21T00:12:10.000Z
153,2,3,11,19,41,45,47,0,2018-06-09T14:48:44.000Z
154,18,19,28,48,,,,1,2018-06-09T17:34:18.000Z
155,14,25,,,,,,0,2018-05-05T23:55:34.000Z
156,3,12,18,31,34,35,,1,2018-09-15T23:17:02.000Z
157,3,26,32,33,,,,0,2018-04-15T16:15:43.000Z
158,2,5,25,32,,,,1,2018-04-22T17:16:55.000Z
159,1,8,14,29,35,39,49,0,2018-12-09T15:45:19.000Z
160,5,22,24,,,,,1,2018-02-03T15:11:00.000Z
161,3,5,12,15,17,20,21,0,2018-04-12T23:14:37.000Z
162,4,29,43,,,,,1,2018-04-19T13:08:25.000Z
163,8,17,22,23,24,,,0,2018-04-26T12:57:36.000Z
164,21,35,,,,,,1,2018-04-26T13:12:20.000Z
165,3,10,24,30,40,,,0,2018-05-03T18:32:05.000Z
166,3,13,22,27,28,35,38,1,2018-05-31T17:06:37.000Z
167,7,11,37,45,,,,0,2018-11-29T00:54:25.000Z
168,17,29,37,47,,,,1,2018-10-25T14:37:09.000Z
169,5,22,49,,,,,0,2018-09-13T17:12:41.000Z
170,7,11,37,45,,,,1,2018-04-03T19:35:38.000Z
171,3,18,35,38,,,,0,2018-04-17T14:02:52.000Z
172,23,24,40,41,43,,,1,2018-08-14T00:06:35.000Z
173,2,6,11,24,44,,,0,2018-05-08T14:41:41.000Z
174,6,48,,,,,,1,2018-05-15T13:04:12.000Z
175,2,28,41,,,,,0,2018-05-29T20:55:24.000Z
176,28,,,,,,,1,2018-04-11T23:09:30.000Z
177,5,22,,,,,,0,2018-04-18T23:12:54.000Z
178,3,18,35,,,,,1,2018-01-30T20:09:39.000Z
179,22,24,36,45,,,,0,2018-06-27T00:22:54.000Z
180,5,14,22,,,,,1,2018-10-24T15:12:36.000Z
181,18,35,,,,,,0,2018-09-05T23:19:00.000Z
182,28,42,49,,,,,1,2018-02-01T17:52:54.000Z
183,7,11,37,45,,,,0,2018-05-04T12:24:04.000Z
184,12,24,33,36,42,45,,1,2018-05-11T17:26:28.000Z
185,0,2,46,,,,,0,2018-05-25T18:49:11.000Z
186,0,1,2,46,,,,1,2018-10-26T21:29:26.000Z
187,21,29,30,38,49,,,0,2018-08-11T20:36:07.000Z
188,6,11,15,16,20,,,1,2018-08-18T18:04:50.000Z
189,3,18,35,,,,,0,2018-12-01T20:09:30.000Z
190,12,22,24,,,,,1,2018-10-27T19:48:12.000Z
191,7,13,15,44,49,,,0,2018-12-02T20:06:57.000Z
192,1,43,,,,,,1,2018-08-09T22:57:35.000Z
193,3,18,23,35,,,,0,2018-01-29T19:30:35.000Z
194,26,40,,,,,,1,2018-07-06T00:20:36.000Z
195,5,22,,,,,,0,2018-06-18T19:46:19.000Z
196,6,14,24,,,,,1,2018-04-21T15:41:14.000Z
197,16,37,,,,,,0,2018-04-21T16:53:32.000Z
198,25,42,48,,,,,1,2018-04-21T19:38:43.000Z
199,2,9,10,25,27,28,,0,2018-05-12T20:09:21.000Z
200,7,15,32,,,,,1,2018-07-15T19:12:09.000Z
201,14,33,44,,,,,0,2018-05-06T18:36:59.000Z
202,5,22,38,,,,,1,2018-05-13T19:12:49.000Z
203,7,15,49,,,,,0,2018-05-17T23:18:43.000Z
204,1,15,29,38,,,,1,2018-04-24T20:19:23.000Z
205,17,29,46,47,,,,0,2018-07-03T02:13:20.000Z
206,7,11,21,24,37,45,,1,2018-04-25T16:26:20.000Z
207,3,18,35,,,,,0,2018-04-25T22:59:11.000Z
208,2,23,26,,,,,1,2018-12-12T00:40:18.000Z
209,5,7,10,22,31,47,,0,2018-07-04T16:31:05.000Z
210,3,9,15,34,35,,,1,2018-08-10T00:45:12.000Z
211,26,34,36,37,,,,0,2018-05-25T22:47:25.000Z
212,14,44,,,,,,1,2018-04-14T22:44:19.000Z
213,14,44,,,,,,0,2018-08-18T15:34:47.000Z
214,12,19,22,,,,,1,2018-08-18T19:54:03.000Z
215,12,19,,,,,,0,2018-05-19T21:32:27.000Z
216,0,18,46,,,,,1,2018-04-22T20:06:47.000Z
217,7,11,37,,,,,0,2018-07-29T00:36:50.000Z
218,14,44,,,,,,1,2018-07-29T19:07:27.000Z
219,3,18,35,43,,,,0,2018-06-03T18:14:56.000Z
220,4,14,44,,,,,1,2018-04-12T22:42:17.000Z
221,23,24,40,41,,,,0,2018-04-19T13:46:47.000Z
222,18,28,33,42,,,,1,2018-04-19T22:56:00.000Z
223,17,22,23,33,39,42,43,0,2018-07-05T21:25:33.000Z
224,6,19,41,,,,,1,2018-05-03T17:48:07.000Z
225,1,19,,,,,,0,2018-05-03T17:59:28.000Z
226,16,28,32,45,,,,1,2018-05-17T18:19:57.000Z
227,23,24,40,41,43,,,0,2018-04-10T23:11:15.000Z
228,37,,,,,,,1,2018-06-05T00:06:08.000Z
229,13,24,28,41,,,,0,2018-05-15T14:46:22.000Z
230,10,12,39,46,49,,,1,2018-05-15T22:52:27.000Z
231,13,35,40,,,,,0,2018-04-18T23:08:38.000Z
232,7,12,14,23,37,44,49,1,2018-07-04T19:51:07.000Z
233,7,10,14,15,49,,,0,2018-05-09T00:34:40.000Z
234,3,18,35,,,,,1,2018-10-17T13:44:04.000Z
235,16,32,,,,,,0,2018-10-24T22:44:42.000Z
236,3,18,35,,,,,1,2018-09-05T22:28:39.000Z
237,2,6,8,41,,,,0,2018-04-23T23:39:27.000Z
238,17,26,48,49,,,,1,2018-06-04T01:40:09.000Z
239,41,,,,,,,0,2018-05-28T01:40:10.000Z
240,5,7,10,,,,,1,2018-07-08T12:39:03.000Z
241,16,32,45,,,,,0,2018-07-08T15:20:36.000Z
242,13,27,,,,,,1,2018-07-22T13:53:41.000Z
243,6,34,38,41,42,,,0,2018-06-03T01:40:13.000Z
244,39,49,,,,,,1,2018-09-06T00:08:22.000Z
245,0,2,12,31,46,,,0,2018-07-10T22:02:22.000Z
246,3,18,35,,,,,1,2018-05-29T01:40:09.000Z
247,23,25,35,38,,,,0,2018-05-30T01:40:13.000Z
248,16,20,30,,,,,1,2018-04-06T15:16:32.000Z
249,14,36,44,,,,,0,2018-04-13T22:04:29.000Z
250,29,,,,,,,1,2018-04-13T22:18:03.000Z
251,10,21,23,41,44,45,,0,2018-05-04T20:44:33.000Z
252,11,19,36,,,,,1,2018-05-04T21:16:02.000Z
253,4,5,48,,,,,1,2018-05-04T21:49:11.000Z
254,37,42,49,,,,,0,2018-05-11T22:02:37.000Z
255,3,14,,,,,,1,2018-11-23T13:39:55.000Z
256,9,16,19,22,32,,,0,2018-04-09T23:15:14.000Z
257,0,4,7,9,11,40,,1,2018-04-23T23:04:15.000Z
258,16,32,45,,,,,0,2018-01-14T04:14:31.000Z
259,10,13,16,17,18,37,48,1,2018-01-21T21:03:38.000Z
260,7,45,49,,,,,0,2018-07-16T23:48:47.000Z
261,9,19,47,,,,,1,2018-06-11T22:33:56.000Z
262,43,49,,,,,,0,2018-05-07T21:58:05.000Z
263,14,,,,,,,1,2018-05-07T21:58:05.000Z
264,4,9,28,41,,,,0,2018-05-14T22:31:48.000Z
265,16,32,45,,,,,1,2018-05-14T22:50:25.000Z
266,3,33,42,,,,,0,2018-05-28T01:52:26.000Z
267,23,28,29,41,,,,1,2018-05-28T14:22:08.000Z
268,2,10,,,,,,0,2018-05-28T18:53:34.000Z
269,11,19,42,45,,,,1,2018-05-28T23:00:41.000Z
270,23,26,30,33,42,47,,0,2018-11-26T22:04:38.000Z
271,12,31,36,48,,,,1,2018-10-08T19:45:00.000Z
272,17,29,46,47,,,,0,2018-04-14T20:48:41.000Z
273,2,,,,,,,1,2018-04-14T21:19:43.000Z
274,13,45,46,47,48,,,0,2018-04-21T19:32:04.000Z
275,27,28,,,,,,1,2018-04-28T21:26:35.000Z
276,3,10,23,24,37,44,47,0,2018-12-29T16:28:47.000Z
277,9,13,15,21,28,29,,1,2018-02-02T20:46:18.000Z
278,1,21,34,,,,,0,2018-06-02T22:43:48.000Z
279,37,49,,,,,,1,2018-06-09T23:11:32.000Z
280,13,14,15,44,,,,0,2018-06-30T19:28:38.000Z
281,0,2,46,,,,,1,2018-05-05T00:43:45.000Z
282,0,2,38,46,,,,0,2018-05-19T19:03:08.000Z
283,16,33,42,,,,,1,2018-05-26T23:42:50.000Z
284,17,29,47,,,,,0,2018-11-24T19:42:24.000Z
285,3,14,38,,,,,1,2018-11-24T21:02:14.000Z
286,13,21,22,28,36,48,,0,2018-10-27T17:40:18.000Z
287,22,30,39,,,,,1,2018-10-27T23:58:46.000Z
288,10,16,33,40,42,,,0,2018-04-08T21:13:39.000Z
289,3,8,10,15,18,31,35,1,2018-04-15T14:22:15.000Z
290,3,4,14,27,44,45,,0,2018-04-15T16:06:34.000Z
291,2,3,5,17,29,42,46,1,2018-04-15T17:53:39.000Z
292,1,19,27,,,,,0,2018-04-15T20:59:35.000Z
293,19,26,44,,,,,1,2018-04-15T21:42:23.000Z
294,16,32,45,,,,,0,2018-04-22T13:48:04.000Z
295,4,9,24,,,,,1,2018-04-22T19:46:00.000Z
296,2,27,28,,,,,0,2018-04-22T20:10:52.000Z
297,1,14,18,38,,,,1,2018-04-22T20:49:52.000Z
298,26,47,,,,,,0,2018-04-29T01:52:11.000Z
299,6,7,8,11,16,18,44,1,2018-04-29T15:23:33.000Z
300,5,17,41,,,,,0,2018-04-29T17:17:14.000Z
301,12,31,,,,,,1,2018-04-29T18:39:46.000Z
302,6,8,12,25,36,40,49,0,2018-04-29T21:24:42.000Z
303,2,11,28,39,42,,,1,2018-08-05T13:29:28.000Z
304,33,42,,,,,,0,2018-12-02T17:56:41.000Z
305,1,4,6,13,37,,,1,2018-12-16T20:08:42.000Z
306,0,16,18,32,,,,0,2018-12-30T00:51:01.000Z
307,29,35,44,,,,,1,2018-02-10T17:31:34.000Z
308,5,22,49,,,,,0,2018-01-13T19:30:01.000Z
309,14,44,46,,,,,1,2018-07-08T18:18:55.000Z
310,4,9,12,,,,,0,2018-07-08T23:34:49.000Z
311,15,16,32,45,,,,1,2018-07-15T17:54:24.000Z
312,30,,,,,,,0,2018-06-03T13:55:15.000Z
313,17,27,29,37,47,48,,1,2018-06-03T19:44:42.000Z
314,3,4,9,15,49,,,0,2018-06-10T02:19:58.000Z
315,1,3,,,,,,1,2018-06-10T13:13:32.000Z
316,1,8,14,26,47,,,0,2018-06-10T22:04:11.000Z
317,8,15,19,32,40,49,,1,2018-05-06T16:47:00.000Z
318,11,17,29,47,48,,,0,2018-05-06T18:52:14.000Z
319,12,31,36,48,,,,1,2018-05-06T21:01:32.000Z
320,26,30,49,,,,,0,2018-05-06T21:19:29.000Z
321,13,25,45,,,,,1,2018-05-13T15:58:32.000Z
322,1,19,,,,,,0,2018-05-13T18:37:22.000Z
323,18,19,35,45,,,,1,2018-05-13T19:37:23.000Z
324,0,46,,,,,,0,2018-05-13T21:09:29.000Z
325,5,7,12,,,,,1,2018-05-27T13:32:41.000Z
326,28,29,48,,,,,0,2018-05-27T23:21:08.000Z
327,24,27,31,,,,,1,2018-11-11T14:24:35.000Z
328,14,19,31,44,45,,,0,2018-11-11T23:49:18.000Z
329,16,32,45,,,,,1,2018-10-28T00:48:52.000Z
330,19,47,,,,,,0,2018-10-28T23:24:37.000Z
331,33,42,,,,,,1,2018-04-12T22:36:34.000Z
332,3,17,29,47,,,,0,2018-04-19T23:19:27.000Z
333,42,,,,,,,1,2018-05-03T23:21:26.000Z
334,3,18,35,43,,,,0,2018-05-03T23:48:39.000Z
335,2,4,26,46,47,,,1,2018-05-17T23:28:36.000Z
336,27,28,30,44,,,,0,2018-11-01T14:47:28.000Z
337,25,29,32,,,,,1,2018-11-22T21:44:06.000Z
338,12,31,36,48,,,,0,2018-11-22T23:38:16.000Z
339,13,19,23,28,29,35,42,1,2018-04-03T21:58:10.000Z
340,6,20,42,,,,,0,2018-04-10T22:51:55.000Z
341,3,18,35,,,,,1,2018-04-17T22:14:25.000Z
342,20,28,34,41,,,,0,2018-04-17T22:49:56.000Z
343,6,27,,,,,,1,2018-04-24T22:37:19.000Z
344,23,24,40,41,43,,,0,2018-04-24T23:18:05.000Z
345,0,2,46,,,,,1,2018-01-01T20:05:24.000Z
346,7,15,49,,,,,0,2018-06-12T22:32:30.000Z
347,23,24,40,41,,,,1,2018-06-26T22:59:26.000Z
348,14,44,,,,,,0,2018-06-26T23:23:33.000Z
349,16,18,26,,,,,1,2018-05-08T22:47:50.000Z
350,5,7,13,27,28,32,,0,2018-05-08T23:41:33.000Z
351,6,11,27,36,,,,1,2018-05-15T22:38:37.000Z
352,0,10,15,,,,,0,2018-05-15T23:09:22.000Z
353,22,34,35,,,,,1,2018-05-29T23:06:30.000Z
354,0,27,29,,,,,0,2018-11-20T23:23:36.000Z
355,22,34,,,,,,1,2018-04-04T22:46:01.000Z
356,33,38,,,,,,0,2018-04-04T23:43:16.000Z
357,32,49,,,,,,1,2018-04-11T23:11:22.000Z
358,7,11,37,42,,,,0,2018-04-18T22:26:35.000Z
359,23,24,40,41,,,,1,2018-04-25T22:28:52.000Z
360,5,20,36,,,,,0,2018-04-25T22:45:38.000Z
361,21,33,,,,,,1,2018-04-25T23:54:51.000Z
362,7,11,32,37,45,47,,0,2018-12-19T00:25:04.000Z
363,12,31,36,48,,,,1,2018-06-13T22:38:36.000Z
364,1,19,27,,,,,0,2018-06-13T22:45:18.000Z
365,1,14,44,49,,,,1,2018-05-09T22:54:13.000Z
366,27,28,,,,,,0,2018-05-09T23:32:27.000Z
367,0,2,46,,,,,1,2018-05-16T22:36:24.000Z
368,14,44,,,,,,0,2018-05-23T22:35:12.000Z
369,14,15,37,39,44,47,,1,2018-05-30T00:35:51.000Z
370,4,24,,,,,,0,2018-11-21T23:22:15.000Z
371,47,,,,,,,1,2018-10-31T14:21:11.000Z
372,3,18,35,,,,,0,2018-09-05T18:48:04.000Z
373,12,31,36,48,,,,1,2018-11-16T05:55:52.000Z
374,14,44,49,,,,,0,2018-12-08T17:33:11.000Z
375,16,32,45,49,,,,1,2018-01-17T03:07:13.000Z
376,39,48,,,,,,0,2018-11-20T14:25:46.000Z
377,3,17,18,35,,,,1,2018-04-06T15:45:10.000Z
378,27,28,,,,,,0,2018-01-11T15:09:11.000Z
379,1,10,19,21,34,36,48,1,2018-07-06T13:42:27.000Z
380,3,18,35,,,,,0,2018-07-06T16:06:12.000Z
381,4,24,49,,,,,1,2018-05-04T14:31:27.000Z
382,2,25,37,,,,,0,2018-05-11T22:16:29.000Z
383,12,31,36,48,,,,1,2018-05-18T21:22:18.000Z
384,1,5,7,10,22,24,49,0,2018-07-02T14:28:22.000Z
385,4,11,21,31,,,,1,2018-05-21T20:36:18.000Z
386,12,30,37,42,,,,0,2018-05-28T22:02:23.000Z
387,33,42,,,,,,1,2018-04-07T16:00:15.000Z
388,33,42,46,,,,,0,2018-04-07T16:02:00.000Z
389,21,31,42,,,,,1,2018-04-21T14:58:34.000Z
390,6,16,,,,,,0,2018-07-14T12:19:04.000Z
391,1,5,17,19,34,,,1,2018-06-09T11:47:49.000Z
392,7,15,49,,,,,0,2018-04-29T16:42:30.000Z
393,25,26,29,,,,,1,2018-07-15T14:46:11.000Z
394,14,45,49,,,,,0,2018-06-03T15:51:46.000Z
395,2,7,18,22,32,,,1,2018-06-17T20:26:58.000Z
396,0,15,35,38,47,,,0,2018-07-12T14:00:28.000Z
397,17,19,28,29,47,49,,1,2018-07-12T20:08:31.000Z
398,29,,,,,,,0,2018-05-17T15:54:15.000Z
399,4,9,,,,,,1,2018-07-10T23:50:13.000Z
400,3,18,22,35,,,,0,2018-05-15T17:57:27.000Z
401,16,32,45,,,,,1,2018-06-06T13:00:38.000Z
402,5,22,,,,,,0,2018-04-06T14:28:08.000Z
403,1,18,19,,,,,1,2018-12-07T15:37:24.000Z
404,23,27,28,,,,,0,2018-12-14T14:58:17.000Z
405,3,7,28,,,,,1,2018-05-11T13:28:53.000Z
406,14,48,,,,,,0,2018-11-30T23:53:46.000Z
407,5,22,,,,,,1,2018-09-14T17:41:42.000Z
408,7,11,37,45,,,,0,2018-09-14T17:50:19.000Z
409,15,28,35,38,42,,,1,2018-04-16T13:46:10.000Z
410,5,22,,,,,,0,2018-08-06T13:32:01.000Z
411,17,29,47,,,,,1,2018-12-10T16:09:50.000Z
412,8,12,17,,,,,0,2018-12-31T23:04:04.000Z
413,12,31,36,48,,,,1,2018-07-30T16:47:26.000Z
414,7,11,37,45,,,,0,2018-04-07T21:45:48.000Z
415,7,18,33,41,42,,,1,2018-04-14T19:02:36.000Z
416,12,31,36,48,,,,0,2018-04-28T19:31:33.000Z
417,3,7,13,18,33,35,45,1,2018-08-11T18:42:11.000Z
418,3,12,27,35,,,,0,2018-08-18T13:25:36.000Z
419,23,48,,,,,,1,2018-12-08T20:07:26.000Z
420,4,33,42,49,,,,0,2018-12-29T15:38:49.000Z
421,24,42,46,,,,,1,2018-05-05T14:45:02.000Z
422,7,15,49,,,,,0,2018-05-12T20:40:24.000Z
423,2,8,11,29,33,38,,1,2018-09-15T19:32:37.000Z
424,12,31,36,48,,,,0,2018-09-15T21:56:38.000Z
425,16,32,45,,,,,1,2018-04-29T19:18:19.000Z
426,31,33,41,42,,,,0,2018-04-29T19:55:19.000Z
427,8,14,37,44,,,,1,2018-04-29T20:52:37.000Z
428,12,14,32,33,37,39,43,0,2018-08-05T18:18:54.000Z
429,27,32,35,42,46,47,,1,2018-12-02T20:33:48.000Z
430,3,9,32,34,,,,0,2018-05-06T21:54:52.000Z
431,29,,,,,,,1,2018-04-12T13:48:31.000Z
432,33,42,,,,,,0,2018-04-19T01:52:59.000Z
433,1,12,19,34,,,,1,2018-08-09T13:05:02.000Z
434,21,42,,,,,,0,2018-02-07T14:55:41.000Z
435,7,24,29,40,,,,1,2018-05-03T22:15:48.000Z
436,21,25,27,45,,,,0,2018-04-17T20:59:38.000Z
437,7,15,35,49,,,,1,2018-04-24T14:43:25.000Z
438,1,16,32,45,,,,0,2018-01-15T23:51:23.000Z
439,3,18,32,35,,,,1,2018-05-01T17:34:49.000Z
440,21,27,28,,,,,0,2018-04-11T19:08:55.000Z
441,7,12,13,24,29,33,42,1,2018-04-25T20:55:33.000Z
442,27,28,,,,,,0,2018-12-05T19:03:07.000Z
443,1,13,19,21,26,48,,1,2018-11-21T14:32:51.000Z
